"sectionID","sectionName","sectionWorkingName","sectionImage","topSection","sectionOrder","rootSection","sectionDisabled","sectionURL","sectionDescription"
264,"CLICK HERE FOR PARTS","Parts-Paasche","prodimages/PAApartsc.png",28,236,0,0,"http://www.coastairbrush.com/categories.asp?cat=236",""
628,"Digital Techniques","Videos-Digital Techniques","",106,202,1,0,"",""
629,"Wizard Pinstriping DVD's","Wizard Pinstriping DVD's","prodimages/logowizard.png",21,21,1,0,"","Wizard Instruction DVD's on Pinstriping and Scrolling"
630,"Von Hot Rod Pinstriping Brushes","Von Hot Rod Pinstriping Brushes","prodimages/von1.jpg",21,22,1,127,"",""
240,"Aluminum Sign Blanks & Auto Tags","Sign Blanks & Tags","prodimages/thmb_signblanks.png",20,0,1,0,"",""
241,"Mixing Cups / Stir Sticks<br> & Empty Plastic Bottles</br>","EZ-Mix & Bottles","prodimages/thmb mixingbottles.png",20,1,0,0,"",""
242,"Surface Prep, Solvents & Safety Equipment","Surface Prep","prodimages/thmb surfaceprep.png",20,2,0,0,"","Sand Paper<br>Sanding Blocks<br>Primers / Sealers<br>Adhesion Promotors<br>Pre Cleaners / Tac Rags<br>Strainers/Funnels<br>Lacquer Thinners<br>Solvents<br>Body Fillers<br>Fresh Air Systems<br>Respirators / Coveralls / Gloves</br>"
243,"Grinders / Abrasives","Grinders / Abrasives","prodimages/thmb grindersabrasives.png",20,3,1,0,"","Grinders<br>Grinding Pads<br>Scotch Brite Pads<br>Sanding Disks<br>Hookit Pads</br>"
244,"Masking & Transfer Materials / Tape","Tape/Masking","prodimages/thmb masking.png",20,4,1,0,"","Auto Mask<br>Tapes<br>Liquid Mask<br>Stretch Mask<br>Transfer Paper<br>Saral<br>"
338,"Nail Art Acrylics","Nail Art Acrylic","prodimages/nailartlogo.gif",337,305,1,0,"",""
339,"Nail Master Stencils","Nail Master","prodimages/nailartlogo.gif",337,306,1,0,"",""
340,"Nail Master Stencils by Medea","Nail Master Stencils","prodimages/logomedeanail.png",19,9,1,0,"",""
341,"Varnish/Top Coat/Base Coat/Cleaner","Nail Art Additives","prodimages/nailartlogo.gif",337,308,1,0,"",""
342,"Other DVD Titles","DVD's-Other","prodimages/logodvdother.png",14,8,1,0,"",""
343,"Mad Fabricators Society","Mad Fabricators","http://www.coastairbrush.com/prodimages/logomadfab.png",14,9,1,127,"",""
344,"Air Gunsa","Air Gunsa","images/logoairgunza2w.png",12,3,1,0,"",""
345,"Metajuls Metallic Base Coats (MBC)","Metajuls","prodimages/Metajuls.gif",44,31,1,0,"","<p>METAJULS™ METALLIC BASECOATS (MBC)
Shimrin Metajuls Basecoats are unique metallics that offer extreme sparkle and brilliance. They are easy to use and are much easier to spray than flakes. They lay smoother and surpass the look of a traditional flake job with LESS EFFORT! As a basecoat for Kandys or as a final finish they are spectacular, especially in the sun!</p>"
346,"Horror Of Skull Master by Craig Fraser","Horror of Skull Master","prodimages/horror.gif",731,21,1,0,"","<a href=""http://www.coastairbrush.com/prodimages/ABA_FraserStencil12.pdf"">AIRBRUSH ACTION HOW TO ARTICLE 1</a><br><br>
<a href=""http://www.coastairbrush.com/prodimages/ABA_FraserStencil14.pdf"">AIRBRUSH ACTION HOW TO ARTICLE 2</a>"
245,"Polishing & Detailing Supplies","Polishing","prodimages/thmb polishing.png",20,6,0,0,"","Meguiar's<br>System One<br>3M Perfect-It<br>Buff and Shine<br>CSI<br>"
246,"Meguiar's Products","Meguiars","prodimages/meguiarscatimg250.png",245,220,0,0,"","
"
247,"System 51","System 51","prodimages/sys51catimg250.png",245,221,0,0,"",""
248,"EZ-MIX","EZ-MIX","prodimages/ezmixlogo.gif",241,222,1,0,"",""
249,"Empty Plastic Mixing Bottles","Coast Bottles","prodimages/logobottles_white.png",241,223,1,0,"","<p>Coast Airbrush offers all solvent proof High Density plastic bottles that are Fluorosealed to a level 5 for complete moisture barrier. We have tested many plastic bootles and found that using HDPE w/ level 5 fluoronation provides the best means of storing solvent based paints.</p>"
250,"Kosmic Krome (MC)","Kosmic Krome","prodimages/Krome.gif",44,30,1,0,"","<p>Kosmic Krome® represents the application of revolutionary chemistry where platelets of metal can be created at smaller, more uniform sizes than ever before. When applied properly these platelets form a film that gives a chrome-like appearance. These films offer custom painters effects previously unavailable and open a wide array of possibilities for new colors when combined with other effect colors currently available. Kosmic Krome kustom metals are one of the latest effects for kustom painting. Not intended to be a total finish, but rather an additional tool for graphics or airbrush projects that need something unique. Available in a variety of colors that can bring a plated look to any project.
Available in half-pints.</p>"
251,"Revolution Parts","Parts-Revolution","images/logorevolutionW.png",234,2,1,0,"http://www.coastairbrush.com/partsairbrush/revolutionparts.asp","HP-BCR<br>HP-CR<br>HP-SAR</br>"
252,"Eclipse Parts","Eclipse Parts","images/logoeclipseW.png",234,3,1,0,"http://www.coastairbrush.com/partsairbrush/eclipseparts.asp","HP-BCS<br>HP-CS<br>HP-BS<br>HP-SBS</br>"
253,"High Performance Parts","HP Parts","images/logohighperformW.png",234,4,1,0,"http://www.coastairbrush.com/partsairbrush/hpparts.asp","HP-A<br>HP-B<br>HP-SB<br>HP-C<br>HP-BC<br>HP-BC2</br>"
254,"Custom Micron Parts","Micron Parts","images/logomicronW.png",234,5,1,0,"http://www.coastairbrush.com/partsairbrush/micronparts.asp","CM-B<br>CM-SB<br>CM-C<br>CM-C+</br>"
255,"Kustom Series Parts","Kustom Series Parts","images/logokustomW.png",234,6,0,0,"","HP-KCH<br>HP-KCS<br>HP-TH<br>HP-KTR<br>HP-KCM</br>"
257,"Hi-Line Parts","Hi-Line Parts","images/logohilineW.png",234,7,1,0,"http://www.coastairbrush.com/partsairbrush/hilineparts.asp","HP-AH<br>HP-BH<br>HP-CH</br>"
258,"VL & VLS Parts","VL-Parts","prodimages/vlpartsSM.png",236,230,1,0,"http://www.coastairbrush.com/partsairbrush/vlparts.asp",""
259,"VLST-Pro Parts","Parts-VLST PRO","prodimages/vlstpropartsSM.png",236,231,1,0,"http://www.coastairbrush.com/partsairbrush/vlstpro.asp",""
260,"H Parts","Parts-H","prodimages/hpartsSM.png",236,232,1,0,"http://www.coastairbrush.com/partsairbrush/hparts.asp",""
261,"Millennium Parts","Parts-Millennium","prodimages/milpartsSM.png",236,233,1,0,"http://www.coastairbrush.com/partsairbrush/milparts.asp",""
262,"AEC Air Eraser Parts","Parts-AEC","",236,234,1,127,"http://www.coastairbrush.com/partsairbrush/aecparts.asp",""
266,"CLICK HERE FOR PARTS","Parts-Badger","",29,237,0,0,"http://www.coastairbrush.com/categories.asp?cat=235",""
267,"Medea Textile Acrylic","Medea Textile","http://www.coastairbrush.com/prodimages/logomedeapaint.png",11,43,0,127,"",""
268,"Cleaning Kits & Brush Care","Mack Cleaning Kits","prodimages/1200-ksm.gif",21,6,1,0,"",""
269,"Pounce Wheels & Powder / Mahl Stick / Artists Bridges","Pounce/Mahl/Rails","prodimages/logopounce.png",21,7,1,0,"",""
270,"Leafing Supplies","Leafing Supplies","prodimages/catimg/leafcat.png",21,8,0,0,"","Leaf<br>Sizing Glue<br>Instructional Materials<br>Velvet Turning Tools</br>"
271,"Striping Accessories","Striping Accessories","prodimages/logostripeacc.png",21,9,1,0,"","Wipe Out Tool<br>Smoothie Fish Eye Eliminator<br>Prep Tools<br>Stabilo Pencils<br>Artists Brides<br>Cutting Rails<br>Blades</br>"
272,"Striping Kits Featuring One Shot","One Shot Striping Kits","prodimages/stripingkitlgsm.gif",156,5,1,0,"",""
273,"House Of Kolor Lettering Enamels","HOK Lettering","http://www.coastairbrush.com/images/logohok.png",21,12,1,0,"http://www.coastairbrush.com/products.asp?cat=80",""
274,"One Shot Lettering Enamels","1 Shot Lettering","http://www.coastairbrush.com/images/logooneshot.png",21,13,1,0,"http://www.coastairbrush.com/categories.asp?cat=156",""
275,"Beugler Striping Tool","Beugler","prodimages/beuglerlogo.gif",21,14,0,0,"","Beugler Striper<br>Magnetic Guide Strips<br>Instructional Material<br>Kits</br>"
278,"Tamiya Spray Work HG Parts","74503 Parts","prodimages/74503.gif",349,249,1,0,"http://www.coastairbrush.com/partsairbrush/74503parts.asp",""
279,"Tamiya Trigger Type Parts","Tamiya Trigger Parts","prodimages/74510.gif",349,250,1,0,"http://www.coastairbrush.com/partsairbrush/74510parts.asp",""
280,"Badger 100G, SG, LG, 150 Parts","Badger 100 Parts","",235,251,1,0,"http://www.coastairbrush.com/partsairbrush/badger100lgparts.asp",""
281,"Badger 175 Crescendo Parts","Badger 175 Parts","",235,252,1,0,"http://www.coastairbrush.com/partsairbrush/badger175parts.asp",""
282,"Badger 155 Anthem, 360, & 3155 Parts","Badger 155,360,3155 Parts","",235,253,1,0,"http://www.coastairbrush.com/partsairbrush/anthem360parts.asp",""
283,"Pinstriping & Lettering Instructional Materials","Striping Instructional","prodimages/pinstripeplanetsm.gif",21,15,1,0,"","Books<br>Videos / DVD's</br>"
284,"Striping & Lettering Books","Striping Books","",24,255,1,0,"",""
285,"Standard Colors","Yurek-Standard","prodimages/yurek.gif",267,256,1,127,"","<p> 24 brilliant and intense colours create the “Basic Colour Palette.” The Standard Colours are transparent in nature and will blend with an underlying colour.</p>"
286,"Opaque Colors","Yurek-Opaque","prodimages/yurek.gif",267,257,1,127,"","<p> 9 heavily pigmented Opaque Colours will completely cover an underlying colour. Can be used over dark fabrics while maintaining their colour values.</p>"
287,"Metallic Colors","Yurek-Metallic","prodimages/yurek.gif",267,258,1,127,"","<p> 4 brilliant metallic colours provide decorative elements to your art. They work especially well over darker fabrics.</p>"
288,"Fluorescent Colors","Yurek-Fluorescent","prodimages/yurek.gif",267,259,1,127,"","<p> 9 vibrant colours used for popular fabric designs. It’s translucent charateristics, when used on white backgrounds, produce brilliant results.</p>"
289,"Specialty Products / Additives","Yurek-Specialty","prodimages/yurek.gif",267,260,1,127,"",""
290,"Sand Paper","Sand Paper","",242,261,1,0,"","Scotch Brite Pads<br>
Hook it<br>
Stick it<br>
3M Sand Paper<br>
Meguiars Sand Paper<br>"
291,"Sanding Blocks","Sanding Blocks","",242,262,1,0,"","R&H Blocks<br>
Durablock<br>
Carbon Sanding Blocks<br>
Meguiars Sanding Blocks"
292,"Primers/Sealers/Adhesion Promoters/Pre Cleaners","Primers/Sealers/Adhesion/Pre Cleaners","",242,263,1,0,"","Wax & Grease Remover<br>
Lacquer Thinner<br>
Primers<br>
Adhesion Promoters<br>
Guide Coat<br>
Mineral Spirits<br>
Aerosol Primers<br>
Tack Cloths<br>
Funnels/Strainers<br>
Undercoat<br>
Spot Putty<br>"
293,"Respirators/Gloves/Coveralls","Safety Wear","",242,264,1,0,"","Coveralls<br>
3M Respirators<br>
Diamond Grip Gloves<br>
Shoot Suites"
296,"Double Action Bottles","Double Action Bottles","",25,265,1,0,"","Iwata Bottles<br>Paasche Bottles<br>Badger Bottle<br>Siphon Feed Side Cups</br>"
297,"Single Action Bottles","Single Action Bottles","",25,266,1,0,"","Paasche ""H"" Bottles & Side Cups"
298,"Fast Blast Bottles & Assemblies","Fast Blast","",25,267,1,0,"",""
299,"Plain Jars / Gaskets / Lids","Jars/Lids/Gaskets","",25,268,1,0,"",""
300,"Aztek Side Cups & Bottles","Aztek Bottles","",25,269,1,0,"",""
301,"Iwata Hoses, Quick Connects & Fittings","Iwata Hoses","images/logoiwataW.png",25,270,1,0,"","<br><font color=""yellow"">Coast Airbrush only carries genuine factory replacement parts and accessories directly from Iwata.<br><br></font>Also Fits Tamiya Airbrushes"
302,"Paasche Hoses","Paasche Hoses","images/logopaascheW.png",25,271,1,0,"",""
303,"Badger Hoses","Badger Hoses","images/logobadgerW.png",25,272,1,0,"","Also Fits Thayer & Chandler Airbrushes"
304,"Aztek Hoses","Aztek Hoses","images/logoaztekW.png",25,273,1,0,"",""
305,"Universal Quick Disconnects & Adaptors","Quick Connects","",25,274,1,0,"",""
306,"Iwata Accessories","Iwata Accessories","images/logoiwataaccessoriesW.png",26,11,1,0,"","Hoses<br>Bottles<br>Quick Connects<br>Cleaning Station<br>Triple Action Handle<br>Airbrush Hangers<br>Airbrush Work Station</br>"
307,"CO2 & Propellant","CO2/Propel","prodimages/logoco2.png",13,276,1,0,"",""
308,"Empty Plastic Storage Bottles","Empty Bottles","prodimages/logobottles_white.png",25,277,1,0,"http://www.coastairbrush.com/products.asp?cat=249",""
309,"Manifolds","Manifolds","",315,278,1,0,"",""
315,"Airbrush Accessories","Accessories","",0,284,0,0,"","Manifolds<br>Regulators & Moisture Filters<br>Fittings & Adaptors<br>Airbrush Holders<br>Cleaning Kits</br>"
316,"Regulators & Moisture Filters","Regs/Moisture Filters","",315,285,1,0,"",""
317,"Fittings & Adaptors","Fittings/Adapts","",315,286,1,0,"",""
318,"Holders & Paint Mixers","Holders/Mixers","",315,287,1,0,"",""
319,"Cleaning Kits & Stations","Cleaning Kits","",315,288,1,0,"",""
320,"Auto Paint Care","Mirror Glaze Brand","",246,289,1,0,"",""
321,"Sand Paper & Sanding Blocks","Meguiar's Sanding","",246,290,1,0,"",""
322,"Grinder & Polishing Pads","Meguiar's Grinder & Pads","",246,291,1,0,"",""
324,"Automotive Graphics","Auto Books","",24,292,1,0,"",""
329,"Top Coats","Canvas Top Coats","",22,297,1,0,"","Varnishes<br>SAVET</br>"
768,"Blasted FX","Blasted FX","images/Blasted FX Logo.png",731,48,1,0,"",""
769,"Aztec FX","Aztec FX","images/AztecFX Logo on White.png",731,49,1,0,"",""
770,"""H"" Stencil","""H"" Stencil","images/H Stencil Logo.png",731,50,1,0,"",""
771,"Blasted FX Mini Series","Blasted FX Mini Series","images/Blasted FX Logo.png",353,715,1,0,"",""
772,"NONE","NONE","",0,716,1,0,"",""
325,"Magazine Publications","Magazines","",24,293,0,0,"",""
326,"Airbrush & Instructional Books","Instructional","",24,294,1,0,"",""
327,"Reference Titles","Reference Books","",24,295,1,0,"",""
328,"Nostalgia Titles","Nostalgia","",24,296,1,0,"",""
330,"Erasers / Knives / Color Wheel / Tracing Paper","Erasers","",22,298,1,0,"","Electric Erasers<br>Peel Off Erasers<br>Stencil Cutting Knives<br>Color Wheel & Compass</br>"
331,"Masking Materials / Templates","Frisk","",22,299,1,0,"","Frisk Film<br>Templates<br>Practice Sheets (pellon)<br>Stencil Sheets (pellon)<br>Liquid Frisket</br>"
332,"Instructional Materials","Fine Art Instructional","",22,300,1,0,"","Videos / DVD's<br>Books<br>Classes</br>"
333,"Stencils / Adhesive<br> Cosmetic Accessories</br>","Temptu Stencils cat. 2 (paint section)","prodimages/tacc.jpg",153,301,1,0,"http://www.coastairbrush.com/products.asp?cat=232","Stencil Sets<br>Stencil Tac<br>Airbrow<br>Body Jewels</br>
"
334,"Vega Parts","Vega Parts","",235,302,1,0,"http://www.coastairbrush.com/partsairbrush/vegaparts.asp",""
335,"Omni Parts","Omni Parts","",235,303,1,0,"http://www.coastairbrush.com/partsairbrush/omniparts.asp",""
336,"Gun Cleaning Kits","Gun Cleaning Kits","prodimages/logoSGcleaning.png",12,12,1,0,"",""
371,"Skull Duggery Limited Edition Template Set","Skull Duggery","prodimages/skullduggery.gif",731,22,1,127,"",""
484,"Disposable Spray Gun Cup Systems","Disposable Gun Cup Systems","prodimages/thmb_pps.png",20,8,1,0,"https://www.coastairbrush.com/categories.asp?cat=408","Iwata Mix & Spray<br>
SATA RPS<br>
3M PPS<br>
DeKups<br>"
337,"Nail Art by Medea","Nail Art Paints","prodimages/logonailart.png",11,44,0,0,"",""
780,"Graftobian GlamAire Make-Up","Graftobian GlamAire Make-Up","prodimages/logograftobianWHT.png",11,41,0,127,"",""
781,"GlamAire Makeup","GlamAire Makeup","images/graftobian_colors.png",780,724,0,127,"",""
782,"GlamAire Sampler Sets","GlamAire Sampler Sets","images/graftobian_sets.png",780,725,1,127,"",""
783,"Warm Colors","Graftobian Warm Colors","images/gwarmtones.png",781,726,1,127,"","These colors have yellow undertones"
784,"Neutral Colors","Graftobian Neutral Colors","images/gneutraltones.png",781,727,1,127,"","Neither pink nor yellow undertones"
826,"Shimrin 2 Aerosol","Shimrin 2 Aerosol","images/hokaeros2.png",819,7,1,0,"",""
827,"Iwata Spray Guns for SCS","Iwata Spray Guns for SCS","images/logoanestiwata.png",12,0,1,127,"",""
828,"Tim Gore's Bloodline","Tim Gore's Bloodline Paint Section","http://www.coastairbrush.com/prodimages/logobloodline.png",11,12,0,0,"http://www.coastairbrush.com/categories.asp?cat=816",""
829,"Shop Accessories","HOK-S2 Shop Accessories","prodimages/logohoks2acc.png",745,11,1,0,"",""
363,"FX 3 Mini Series","FX 3 Mini","prodimages/kustomfx3.gif",353,330,1,0,"","FX3 is here! From the mind of Craig Fraser, and the work-release program of the criminally insane at Artool, we have done it again: another 6 stencils with a virtual plethora of goodies to sate the twisted minds of the most normalcy challenged kustom painter. (I like that. I will have to use it in print sometime.) With this industry getting more and more crowded with kustom painters, as well as templates, we figured you wanted a few new ones to play with."
364,"Horror Of Skull Master Mini Series","Horror Mini","prodimages/horror.gif",353,331,1,0,"","The Artool Skull Master Series was created by Craig Fraser not to replace your creativity, but to spark it, by giving you a killer set of tools to help you make the finest skulls possible. Realistic fire is all the rage now, so why not realistic skulls!? Hence, the new series from Artool: Horror of Skullmaster. Don't worry, there are still plenty of horror movies for us to steal names from - so stay tuned!"
365,"Skull Master Mini Series","Skull Master Mini","prodimages/skull.gif",353,332,1,0,"","For the post-apocalyptic artist in everyone, be the first one on your block to be able to spray perfect anatomically correct (well, ...sort of) skulls with one deft stroke."
366,"Curse Of Skull Master Mini Series","Curse Mini","prodimages/curse.gif",353,333,1,0,"","No, you're not hallucinating, it's not déjá vu, and you are not having a stroke. It is another sequel to the already sequeled, Skull Master™ series."
367,"Return Of Skull Master Mini Series","Return Mini","prodimages/return.gif",353,334,1,0,"","We finally started listening to the deafening screams of those who wanted the original Skull Master™ stencils tweaked a bit, resurrected or, at the very least, explained."
368,"Son Of Skull Master Mini Series","Son Mini","prodimages/son.gif",353,335,1,0,"","Just when you finished your last therapy session... right when you thought you had seen enough skull stencils and everything was back to normal in the airbrush world... they're back..."
369,"Kustom Kulture FX Mini Series","Kustom Kulture Mini","prodimages/kulture.gif",353,336,1,0,"","Like all the stencils out of the Artool Chemtox Labs, these suckers have been made with the toughest solvent-proof material known to man or alien!

"
370,"Sailor Girlie Mini Series","Sailor Girlie Mini","prodimages/sailorgirlies.gif",353,337,1,0,"","Deborah Mahan's Sailor Girlies pin-up stencil set, it is the latest edition of Girlie Girls from Artool. This set has 4 pieces that, like the other pin-up girlie stencils, can be mixed and matched to create several different combinations."
831,"Apparel","HOK Apparel (paint section)","prodimages/logohokapparel.png",44,35,1,0,"http://www.coastairbrush.com/products.asp?cat=509",""
832,"Apparel","HOK-S2 Apparel (S2 Paint Section)","prodimages/logohokapparel.png",745,12,1,0,"http://www.coastairbrush.com/products.asp?cat=509",""
833,"JATech Hoses & Quick Connects","JATech Hoses & Quick Connects","images/logojtech_white.png",25,772,0,0,"",""
834,"JATech Air Hoses","JATech Air Hoses","prodimages/logojatechhoses1.png",833,773,1,127,"",""
835,"JATech Couplers","Quick Connect Couplers","images/jatechqdfittings.png",833,774,1,0,"",""
836,"Diamond Pearls","Roth Diamond Pearls","images/pearlfactory.png",675,775,1,0,"",""
837,"Kandy Koncentrates (KK) Aerosol","HOK KK Aerosols","images/hokaerokk.png",819,8,1,0,"",""
375,"PPS Spray Gun Adapters","PPS Adapters","prodimages/3madaptLink.png",490,340,1,0,"",""
838,"Steam Punk FX 2","Steam Punk FX 2","images/fhspfx2logo.png",731,51,1,0,"",""
839,"Steam Driven FX","Steam Driven FX","images/fhsdfxlogo.png",731,52,1,0,"",""
559,"Badger Renegade","Renegade Series Airbrushes","prodimages/renegadepicsm.gif",29,512,1,0,"","R2V - Velocity<br>
R2S - Spirit<br>
R3R - Rage<br>
RK-1 - Krome<br>
R4VJ - Velocity Jet<br>"
560,"Artool Piracy Templates By Craig Fraser","Piracy","prodimages/piracy templates/pirateset.gif",731,29,1,0,"","<a href=""http://www.coastairbrush.com/prodimages/ABA_FraserStencil21.pdf"">AIRBRUSH ACTION HOW TO ARTICLE 1</a><br><br>
<a href=""http://www.coastairbrush.com/prodimages/ABA_FraserStencil25.pdf"">AIRBRUSH ACTION HOW TO ARTICLE 2</a>"
478,"Evil 3 by Craig Fraser","Evil 3 Templates","prodimages/evil3logo.gif",731,26,1,0,"",""
479,"Iwata/Medea/Artool Apparel","Iwata Apparel","images/logoiwataW.png",383,434,1,0,"",""
480,"Coast Airbrush Apparel","Coast Apparel Cat","prodimages/logocoast.png",383,435,0,0,"",""
481,"Artool DVD by Bob Soroka","Artool DVD","prodimages/soroka.gif",178,436,1,0,"",""
482,"Boat Templates by Dean Loucks","Dean Loucks","prodimages/wiredlogo.gif",731,27,1,0,"",""
376,"PPS Lids & Liners","PPS Lids & Liners","prodimages/3mlidlinerLink.png",490,341,1,0,"",""
377,"PPS Cups & Collars","PPS Cups","prodimages/3mcupcolarLink.png",490,342,1,0,"",""
378,"PPS Starter Kits","PPS Kits","prodimages/3mkitslink.png",490,343,1,0,"",""
785,"Cool Colors","Graftobian Cool Colors","images/gcooltones.png",781,728,1,127,"","These colors have pink undertones"
786,"Adjustor Shades","Graftobian Adjusters","images/gadjusters.png",781,729,1,127,"",""
590,"Laser Lines","Laser Lines","",195,541,1,0,"","Kit<br>Brush Heads<br>"
176,"Ready to Spray Kandy Koncentrate","Ready to Spray Kandy Koncentrate","prodimages/kkrts.png",44,17,1,0,"","<p>
• Airbrush Ready (KK) Mixed with SG100 at 8:1<br>
• Properly Reduced 1:1 with RU311 Medium Reducer for Airbrush Use<br>
• Ready to Spray, NO Mixing Required<br>
• Recommended for Spraying Temperatures below 80°F<br>
</p>"
179,"HOK Spray Cans","HOK Spray Cans (HOK section)","prodimages/logohokaerosols3.png",11,52,0,127,"http://www.coastairbrush.com/categories.asp?cat=819",""
180,"HOK Spray Cans","HOK Spray Cans (HOK section)","prodimages/logohokaerosols3.png",44,1,0,0,"http://www.coastairbrush.com/categories.asp?cat=819",""
592,"Sata Spray Guns","Sata Spray Guns","prodimages/logosataW.png",38,543,1,0,"","Coast Airbrush is an authorized dealer and representative of SATA products. 
Due to their strict policy guidelines we are unable to offer SATA for on-line purchasing. 


We carry the full line of SATA spray guns, airbrushes, parts and accessories. If you would like to order SATA please call us toll free at 1-888-KOLOR-IT. 
We are available on the phone from 9:30 am to 5:00 pm Monday, Friday & Saturday and from 9:30 am to 6:00 pm Tuesday, Wednesday & Thursday. All times are Pacific Standard."
840,"Steam Punk FX 2 Mini Series","Steam Punk FX 2 Mini Series","images/fhspfx2logo.png",353,779,1,0,"",""
841,"Steam Driven FX Mini Series","Steam Driven FX Mini Series","images/fhsdfxlogo.png",353,780,1,0,"",""
842,"Harder & Steenbeck Parts","Harder & Steenbeck Parts","images/logoharderairbrush.png",233,781,0,0,"",""
843,"Evolution Parts","Evolution Parts","images/logoevolution.png",842,782,1,127,"",""
844,"Infinity Parts","Infinity Parts","images/logoinfinity.png",842,783,1,127,"",""
845,"Nozzle & Needle Sets","Harder & Steenbeck Nozzles/Needles Sets","prodimages/hssets.png",842,784,1,0,"",""
846,"Cups & Lids","Harder & Steenbeck Cups/Lids","prodimages/hscups.png",842,785,1,0,"",""
847,"Air Valves/Handles","Harder & Steenbeck Valves/Handles","",842,786,1,127,"",""
408,"Disposable Spray Gun Cups","Disposable Gun Cups","prodimages/linkdisposablecups.png",12,11,0,0,"","3M PPS • SATA RPS • DeVilbiss DeKups"
410,"3M PPS Cups","PPS Cups","prodimages/logopps.png",408,5,0,127,"",""
411,"SATA RPS-Rapid Preparation System","RPS","prodimages/linksatarps.png",408,4,0,0,"",""
412,"Cups / Lids / Filters","RPS Cups","prodimages/satarpscups.png",411,370,1,0,"",""
413,"Adapters","RPS Adapters","prodimages/125252.png",411,371,1,0,"",""
414,"Airbrush Tanning","Million Dollar Tan","",0,372,0,0,"","Million Dollar Tan
"
415,"Million Dollar Tan","MDT","images/mdtlogosm.jpg",414,373,1,0,"","Sunless Tanning Solution<br>Barrier Creme</br>"
224,"candy2o Paint Section","candy2o","prodimages/candy2ologo.png",11,10,0,0,"http://www.coastairbrush.com/categories.asp?cat=238",""
238,"candy2o Auto Air Cat","candy2o","prodimages/aacandy2o.png",774,2,0,0,"",""
591,"Marblizer (MB) Aerosol","HOK MB Aerosols","images/hokaeromb.png",819,9,1,0,"",""
416,"Airbrush Tanning","MDT-(Paint Category)","http://www.coastairbrush.com/prodimages/logomdt.png",11,42,1,0,"https://www.coastairbrush.com/categories.asp?cat=414",""
417,"Million Dollar Tan Kits","MDT-Kits","prodimages/mdtkitsm.gif",414,375,1,0,"","Coast Airbrush EXCLUSIVE Tanning Kits"
418,"Kustom TH Parts","KTH Parts","prodimages/k9200sm.gif",255,376,1,0,"http://www.coastairbrush.com/partsairbrush/kustomthparts.asp",""
419,"Kustom TR Parts","KTR Parts","prodimages/k9400sm.gif",255,377,1,0,"http://www.coastairbrush.com/partsairbrush/kustomtrparts.asp",""
465,"Iwata Spray Gun Parts","Iwata Spray Gun Parts","images/logoanestiwataW.png",234,9,0,0,"","LPH50<br>LPH80<br>LPH100<br>LPH300<br>LPH400(LV)<br>LPH440<br>W101/100<br>W400LV)<br>RG3<br>W100 A COMING SOON</br>"
421,"Kustom CH Parts","KCH Parts","prodimages/k9100sm.gif",255,379,1,0,"http://www.coastairbrush.com/partsairbrush/kustomchparts.asp",""
422,"Kustom CS Parts","KCS Parts","prodimages/k9300sm.gif",255,380,1,0,"http://www.coastairbrush.com/partsairbrush/kustomcsparts.asp",""
787,"Graftobian GlamAire Makeup","Graftobian / Makeup Section","http://www.coastairbrush.com/prodimages/logograftobianWHT.png",607,7,0,127,"http://www.coastairbrush.com/categories.asp?cat=780",""
788,"Color Comparison Chart","Graftobian Chart","images/graftobian_compare_CATimg.png",780,731,1,127,"prodimages/graftobian comparison chart.pdf","Match shades with your favorite makeup brands, including: Revlon, MAC, Black Opal, RCMA, Visiora, Cinema Secrets and Shu Uemura"
848,"O-Rings","Harder & Steenbeck O-Rings","prodimages/hsorings.png",842,787,1,0,"",""
850,"Nozzles & Needles","Harder & Steenbeck Nozzles/Needles","prodimages/hsnozzleneedle.png",842,788,1,0,"",""
851,"Air Caps","Harder & Steenbeck Air Caps","prodimages/hsaircaps.png",842,789,1,0,"",""
852,"Panel Jammers","Panel Jammers","prodimages/logopaneljammers.png",853,790,1,0,"",""
853,"Metal Panels","Metal Panels","",0,791,0,0,"",""
854,"HP-C Anniversary Edition","HP-C Anniversary Edition","images/logohpclimited.png",26,15,1,127,"http://www.coastairbrush.com/proddetail.asp?prod=H4050",""
855,"Krome Parts","Badger Krome Parts","",235,793,1,0,"http://www.coastairbrush.com/partsairbrush/kromeparts.asp",""
861,"Eclipse CS Signature Series","Ryno Sig Series (CS) - Iwata Cat","prodimages/cssignature.png",66,1,1,0,"",""
862,"Faux Finishing Supplies","Faux Finishing Supplies","prodimages/thmb faux.png",20,10,1,0,"","Wood Grain Tools"
863,"Createx Apparel","Createx Apparel","images/logocreatex.png",383,796,1,0,"",""
864,"Grex","Grex Airbrush","prodimages/logogrex2.png",10,5,0,0,"",""
865,"Nozzles / Needles / Caps","Grex Parts","prodimages/logogrexparts.png",864,1,1,0,"",""
789,"Grunge FX","Artool Grunge FX","prodimages/grungelogo.png",178,732,1,127,"",""
790,"Artool Grunge FX","Grunge FX - Paint Section","prodimages/grungelogo.png",11,50,1,0,"http://www.coastairbrush.com/products.asp?cat=789",""
791,"Discounted Class Brushes","Iwata Class Brushes","images/logoiwataclassroomW.png",26,14,1,127,"",""
792,"Sprayit Spray Guns","Sprayit Spray Guns","prodimages/logosprayit.png",12,19,1,0,"",""
