"pID","pName","pSection","pPrice","pWholesalePrice","pListPrice","pShipping","pShipping2","pWeight","pDisplay","pSell","pBackOrder","pGiftWrap","pExemptions","pInStock","pDims","pTax","pDropship","pStaticPage","pStockByOpts","pRecommend","pOrder","pSKU","pManufacturer","pSearchParams","pTitle","pMetaDesc","pStaticURL","pMinQuant","pDescription","pLongDescription"
"C9208","Crescent Illustration Board 9208",17,0,0,0,0,0,0,1,0,0,0,0,0,"",,0,0,0,0,0,"",0,"","","","",0,"<br><br><font color=""red"">FOR LOCAL PICKUP ONLY</font><br><br>
The extra smooth, acid-free surface provides unparalleled sharpness of inked line work. Tape removes cleanly without damage or residue. Natural white surface is also excellent for markers and airbrush. These durable hot press boards come in 3 sizes and include acid-free cores.",""
"I-105-0","Crown Cap",251,14.95,0,0,0,0,0,0,1,0,0,0,0,"",,0,0,0,0,0,"",2,"","","","",0,"",""
"CROWN","Crown Cap #1 Only",258,3.95,0,0,0,0,0,0,1,0,0,0,0,"",,0,0,0,0,0,"",0,"","","","",0,"",""
"62-305","CSI 6"" Backing Plate for 8"" Pads",765,30.99,0,0,0,0,0,1,1,0,0,0,0,"",,0,0,0,0,0,"",0,"","","","",0,"6"" Backing Plate with velcro backing design allows for fast and easy pad changes. Fits all CSI Pads.<br><br>

Fits all rotary buffers with 5/8”x 11male-threaded spindle<br><br>","6"" Backing Plate with velcro backing design allows for fast and easy pad changes. Fits all CSI Pads.<br><br>

Fits all rotary buffers with 5/8”x 11male-threaded spindle<br><br>"
"62-307","CSI 8"" Low Lint Blue Wool Pad",765,18.99,0,0,0,0,0,1,1,0,0,0,0,"",,0,0,0,0,0,"",0,"","","","",0,"STEP #1: 8"" Agressive wool pad for faster cutting.<br><br>

*Fits 6"" Backing Plate<br><br>

Unique black plastic ring backing that fits 62-305 Backing Plate perfectly for fast and easy centering.<br><br>","STEP #1: 8"" Agressive wool pad for faster cutting.<br><br>

*Fits 6"" Backing Plate<br><br>

Unique black plastic ring backing that fits 62-305 Backing Plate perfectly for fast and easy centering.<br><br>"
"62-312","CSI 8"" X-Treme Red Foam Pad",765,17.99,0,0,0,0,0,1,1,0,0,0,0,"",,0,0,0,0,0,"",0,"","","","",0,"STEP #2/#3: 8"" X-Treme Red Pad is designed to be used as a final finishing pad, with CSI Ceram-X Polish. For that Ultimate Gloss, finish with D1 Polish.<br><br>

*Fits 6"" Backing Plate<br><br>

Click For More Information","STEP #2/#3: 8"" X-Treme Red Pad is designed to be used as a final finishing pad, with CSI Ceram-X Polish. For that Ultimate Gloss, finish with D1 Polish.<br><br>

• Convoluted face improves air flow for smoother, cooler buffing Used as a finishing pad for black and show cars Euro Prepolymer foam.<p>

• Euro pre-polymer foam (out performs micro-fiber finishing pads as verified under the microscope)<p>

• Designed to produce flawless finish for that ""Best of Show"" performance<p>

*Fits 6"" Backing Plate<br><br>

Unique black plastic ring backing that fits 62-305 Backing Plate perfectly for fast and easy centering.<br><br>"
"62-203","CSI Ceram-X Polish",765,0,0,0,0,0,0,1,1,0,0,0,0,"",,0,0,0,0,0,"",0,"","","","",0,"<p>Removes up to 600 grit scratches on any polishable paint surface, for a quick finish. Cut with wool, finish with foam!<br><br>

Ceram-X Polish is specially formulated as a fast and effective single-polish system for all buff-able finishes, resulting in a superior swirl-free finish. Ceram-X Polish will remove color sanding scratches, swirl marks and oxidation on both new or cured paint. <font color=""white"">CLICK FOR MORE INFORMATION. <br><br>","<p>Removes up to 600 grit scratches on any polishable paint surface, for a quick finish. Cut with wool, finish with foam!<br><br>

Ceram-X Polish is specially formulated as a fast and effective single-polish system for all buff-able finishes, resulting in a superior swirl-free finish. Ceram-X Polish will remove color sanding scratches, swirl marks and oxidation on both new or cured paint.
<br><br>
Benefits: <br>
- Single Polish System For Ceramic Clears <br>
- Superior ""swirl free"" finish <br>
- No need for glaze or fillers <br>
- Easy application <br>
- Fast and effective <br>
- Waterborne technology<br>
- Nano-technology<br>
- No smell<br>
- Works in direct sun<br>
- Works great with all pads (Wool and Foam)<br>
- Works in cold weather and in hot<br>
- Works great for production shops<br>
- This formula has polished first place winners at Pebble Beach Concours D'elegance<br>
- The perfect product for all body shops.<br>
- Our certification program is built around this product.<br>
- The Best single product polish on the market today.<p>

One product does it all!<p>"
"62-209","CSI D1 Polish/Enhancer",765,0,0,0,0,0,0,1,1,0,0,0,0,"",,0,0,0,0,0,"",0,"","","","",0,"<p>D1 POLISH/ENHANCER can be used by Hand Polishing or Powered Buffer.  For optimum results, always apply to a cool and clean surface. Use safety glasses when using with Powered Buffer.</p>","<p>D1 POLISH/ENHANCER can be used by Hand Polishing or Powered Buffer.  For optimum results, always apply to a cool and clean surface. Use safety glasses when using with Powered Buffer.</p>"
"CSI-KIT-SPECIAL","CSI Pro Bundle",765,122.65,0,160,0,0,0,1,1,0,0,0,0,"",,0,0,0,0,0,"",0,"","","","",0,"<p>THE CSI PRO KIT INCLUDES:<br>
- Ceram-X Polish Quart<br>
- 8"" Low Lint PRO Wool Pad<br>
- 8"" Xtreme Finish Pad<br>
- 8"" PRO Backing Plate<br>
- 8oz D-1 Polish/Enhancer</p>

• Single Product Polish (SPP) system can remove sanding marks and finish to swirl-free shine without the need for multiple compounds and polishes
<p>
• Mil-gauge tested to be safest polishing system developed (complete removal of sanding marks down to swirl-free finish removing the least amount of material compared to other compounds/polishes)
<p>
• Controlled Abrasive Technology (CAT) formulated using highly-refined abrasives totally different than unstable Diminishing Abrasive Technology (DAT)
<p>
• Nano-emulsion without fillers that simply hide and conceal swirl marks/holograms found in most compounds/polishes
<p>
• Waterborne technology allows for easy clean-up (no cement-hard compound residue and the ability to polish in direct sunlight)</p>",""
"I-070-0","Cup Adapter (Side-Gravity)",963,14.25,0,0,0,0,0,1,1,0,0,0,0,"",,0,0,0,0,0,"",2,"i0700, 10700, 1-070, takumi cup, adaptor,","","","",0,"<p><div>FOR USE WITH:</div>
<div>Custom Micron V2 (Square Trigger):TAKUMI/CM-SB</div>
<div><br>
</div>
<div>High Performance Plus:HP-SBP</div>
<div><br>
</div>
<div>Eclipse:TAKUMI/HP-SBS</div></p>",""
"I-095-7","Cup Lid for 1/4oz Side Cup (I-070-4)",253,9.5,0,0,0,0,0,0,1,0,0,0,0,"",,0,0,0,0,0,"",2,"","","","",0,"",""
"I-718-2","Cup Lid KTH/TR",418,26.95,0,0,0,0,0,0,1,0,0,0,0,"",,0,0,0,0,0,"",2,"","","","",0,"",""
"I-095-9","Cup Lid KTR",419,9.5,0,0,0,0,0,0,1,0,0,0,0,"",,0,0,0,0,0,"",2,"","","","",0,"",""
"MS-FHSK15","Curse Of Skull Master Mini Series",366,24.95,0,0,0,0,0,1,1,0,0,0,0,"",,0,0,0,0,0,"",66,"","","","",0,"All Templates are 5 x 7 Solvent Proof!",""
"FHSK-15","Curse Of Skull Master Set",185,73,0,0,0,0,0,1,1,0,0,0,0,"",,0,0,0,0,0,"",66,"","","","",0,"Curse Of Skull Master Set Includes All 5!",""
"13-106","Cursed Earth",699,3.5,0,0,0,0,0,1,0,0,0,0,0,"",,0,0,0,0,0,"",58,"","","","",0,"1oz",""
"BRF111","Custard Pie Baby Flake",680,17.9,0,0,0,0,0,1,1,0,0,0,0,"",,0,0,0,0,0,"",41,"","","","",0,"Baby Flake .004 in a 4oz Jar",""
"MRF111","Custard Pie Monster Flake",678,16.99,0,0,0,0,0,1,1,0,0,0,0,"",,0,0,0,0,0,"",41,"","","","",0,"Monster Flake .025 in a 4oz Jar",""
"RF118","Custard Pie Standard Flake",676,16.99,0,0,0,0,0,1,1,0,0,0,0,"",,0,0,0,0,0,"",41,"","","","",0,"Standard flake .015 in a 4oz Jar",""
"43050","Custom Automotive & Motorcycle Airbrushing 101<br>by Pamela Shanteau & forward by Craig Fraser</br>",324,24.95,0,39.95,0,0,0,1,1,0,0,0,0,"",,0,0,0,0,0,"",0,"","","","",0,"Whether you're just starting or you've been painting like a pro for years, there's something to be learned on every page of this detailed, step-by-step book that was written by artists who have survived and thrived in the business for over 30 years.

Full-color professional photographs of the essential tools of the trade along with inspiring masterworks, glossary and troubleshooting guide are included. The assorted tips and words of wisdom sprinkled throughout provide the pointers to not only boost your reputation, but to also save you time and money at every step.

You'll discover how to paint an intricate coyote skull on a muscular motorcycle, a tricky Ace of Spades Skeleton and a Tiger Bike that comes alive on the pavement. The book concludes by brilliantly showing how the artist created her impressive Draco Dragon from start to finish in all 154 steps so you won't be left guessing how anything was done.",""
"CLPB","Custom Lettering & Pinstriping",284,9.5,0,0,0,0,0,0,0,0,0,0,0,"",,0,0,0,0,0,"",0,"","","","",0,"",""
"Micron","Custom Micron Black Ops Promo",36,0,0,0,0,0,0,0,0,0,0,4,0,"",,0,0,0,0,0,"",2,"","","","",0,"<p><font color=""red""></font>
For the elite professional who demands precise and accurate control of very detailed spraying, this Custom Micron Series brush is built to be the ""best of the best,"" hand-tested and adjusted by the world's leading airbrush technicians. Special machining processes along with the meticulous hand-fitting of the parts create an airbrush with superb atomization and incredible control. By removing the crown cap and nozzle cap, this airbrush will spray an entire range of stipple effects, from very fine to coarse textures.</p>","<p>
<h2> <strong>CM-C+</strong></h2><p>
<p>Micro Air Control (MAC) Valve<br><br>

A breakthrough technology, the Micro Air Control (MAC) Valve enables infinite control of the airflow at the head of the airbrush, which is different than just regulating the air pressure at the compressor.<br><br>

 • Equipped with a NEW taller trigger design and ergonomic rolling square platform, that gives better control with detail and creates a comforting platform.<br><br>

• Crown Cap docking port: Prevents loss of your needle cap when removing for finer detail work.<br><br>

• Solvent resistant Needle Packing<br><br>

• Single Piece Needle tube & Auxiliary Lever<br><br>

• Lets users spray a coarse stippling effect to full atomization with a quick turn<br><br>

• For fine line or detail work, it can be adjusted to create the optimum airflow for maximum control of the paint output<br><br>

• By fully opening the MAC Valve, the airbrush can quickly be cleaned during color changes or for wide background spraying<br><br>

• Using the same matched-head assembly as the other trusted Custom Micron airbrushes, the Custom Micron CM-C Plus has the same precise feel that's entirely unique to a Custom Micron airbrush<br><br>

• A breakthrough technology, the Micro Air Control (MAC) Valve enables infinite control of the airflow at the head of the airbrush, which provides even more control of stippling, fine details and finely atomized background spraying<br><br>

• The new solvent-proof needle packing allows for the use of automotive or other solvent-based paints<br><br>

• The funnel shape of the redesigned gravity-feed cup lets the airbrush be used effectively with only a couple drops of paint, ensuring a fast and thorough clean up<br><br>

• A cutaway handle enables users to grab the needle-chucking nut and quickly pull back the needle to flush paint out of the cup and paint passageways for a quick and easy clean up</P><p>
       ____________________________________________________________________________
<p>


<h2> <strong>KCM</strong></h2><p>
The mac daddy of all airbrushes, the Kustom CM is framed around the Iwata Custom Micron airbrush. The Kustom Micron airbrush provides extreme control of ultra fine-line spray, silky smooth atomization and ultimate paint-flow control with hand-tuned, hand-adjusted performance. </p><br>
<b>FEATURES</b><br>
· 0.23 mm ""Matched Head System""
<br>
· Solvent Proof needle packings
<br>
· Large, 14 cc (1/2 oz.) gravity fluid cup
<br>
· Taller trigger for extreme control of trigger action and paint flow
<br>
· Pre-set handle
<br>
· MAC Valve for precise air pressure control<p>
       ____________________________________________________________________________
<p>

<font color=""white"">Below options are optional (model must be selected)</font>
"
"ICM2002","Custom Micron CM-B v.2",36,466.75,0,575,0,0,0,1,1,0,0,4,0,"",,0,0,0,0,0,"",2,"","","","",0,"<!-- HIDE  <p><font color=""white""><h2>Expected availability - </font><font color=""red""> Preorder Available.</h2></font></p> *END-->



<p>For the elite professional who demands precise and accurate control of very detailed spraying, this Custom Micron Series brush is built to be the ""best of the best,"" hand-tested and adjusted by the world's leading airbrush technicians. Special machining processes along with the meticulous hand-fitting of the parts create an airbrush with superb atomization and incredible control. By removing the crown cap and nozzle cap, this airbrush will spray an entire range of stipple effects, from very fine to coarse textures.</p>* If converting on your own, the needle must be docked to size.</p>


","<!-- HIDE  <p><font color=""white""><h2>Expected availability - </font><font color=""red""> Preorder Available.</h2></font></p> *END-->

<p>For the elite professional who demands precise and accurate control of very detailed spraying, this Custom Micron Series brush is built to be the “best of the best,” hand-tested and adjusted by the world’s leading airbrush technicians. Special machining processes along with the meticulous hand-fitting of the parts create an airbrush with superb atomization and incredible control. By removing the crown cap and nozzle cap, this airbrush will spray an entire range of stipple effects, from very fine to coarse textures.· The smallest nozzle and needle combination (.18-mm) for the most precise and accurate control of detail spraying
<p>
· Features a 1/16 oz. (1.8 ml) gravity-feed cup that cleans quickly for rapid color changes
<p>
· A highly polished, hardened stainless-steel needle provides an exceptionally smooth transition from detail to mid-range spraying</p>* If converting on your own, the needle must be docked to size.</p>
"
"ICM4500","Custom Micron CM-C Plus",36,450,0,683.87,0,0,0,0,0,0,0,4,0,"",,0,0,0,0,0,"",2,"","","","",0,"<p><h2><font color=""c40300"">LIMITED TIME PRICING/AVAILABILITY</font></h2><p>
For the elite professional who demands precise and accurate control of very detailed spraying, this Custom Micron Series brush is built to be the ""best of the best,"" hand-tested and adjusted by the world's leading airbrush technicians. Special machining processes along with the meticulous hand-fitting of the parts create an airbrush with superb atomization and incredible control. By removing the crown cap and nozzle cap, this airbrush will spray an entire range of stipple effects, from very fine to coarse textures.</p>","<p><h2><font color=""c40300"">LIMITED TIME PRICING/AVAILABILITY</font></h2><p>
For the elite professional who demands precise and accurate control of very detailed spraying, this Custom Micron Series brush is built to be the ""best of the best,"" hand-tested and adjusted by the world's leading airbrush technicians. Special machining processes along with the meticulous hand-fitting of the parts create an airbrush with superb atomization and incredible control.<br><br>


• Solvent resistant Needle Packing<br><br>

• Single Piece Needle tube & Auxiliary Lever<br><br>

• Lets users spray a coarse stippling effect to full atomization with a quick turn<br><br>

• For fine line or detail work, it can be adjusted to create the optimum airflow for maximum control of the paint output<br><br>

• By fully opening the MAC Valve, the airbrush can quickly be cleaned during color changes or for wide background spraying<br><br>

• Using the same matched-head assembly as the other trusted Custom Micron airbrushes, the Custom Micron CM-C Plus has the same precise feel that's entirely unique to a Custom Micron airbrush<br><br>

• A breakthrough technology, the Micro Air Control (MAC) Valve enables infinite control of the airflow at the head of the airbrush, which provides even more control of stippling, fine details and finely atomized background spraying<br><br>

• The new solvent-proof needle packing allows for the use of automotive or other solvent-based paints<br><br>

• The funnel shape of the redesigned gravity-feed cup lets the airbrush be used effectively with only a couple drops of paint, ensuring a fast and thorough clean up<br><br>

• A cutaway handle enables users to grab the needle-chucking nut and quickly pull back the needle to flush paint out of the cup and paint passageways for a quick and easy clean up</P>
"
"ICM4502","Custom Micron CM-C Plus v.2",36,557.25,0,683.87,0,0,0,1,1,0,0,4,0,"",,0,0,0,0,0,"",2,"","","","",0,"<!--HIDE <p><font color=""white""><h2>MANUFACTURER BACK ORDER: Expected availability - 
</font><font color=""red""> Preorder Available.</p></h2></font> *END*-->

<p><font color=""white"">AVAILABLE AND SHIPPING / Limited Quantity Available</font><p> 


For the elite professional who demands precise and accurate control of very detailed spraying, this Custom Micron Series brush is built to be the ""best of the best,"" hand-tested and adjusted by the world's leading airbrush technicians. Special machining processes along with the meticulous hand-fitting of the parts create an airbrush with superb atomization and incredible control. By removing the crown cap and nozzle cap, this airbrush will spray an entire range of stipple effects, from very fine to coarse textures.</p>","<!--HIDE <p><font color=""white""><h2>MANUFACTURER BACK ORDER: Expected availability - 
</font><font color=""red""> Preorder Available.</p></h2></font> *END*-->

<p><font color=""white"">AVAILABLE AND SHIPPING / Limited Quantity Available</font><p> 


A breakthrough technology, the Micro Air Control (MAC) Valve enables infinite control of the airflow at the head of the airbrush, which is different than just regulating the air pressure at the compressor.<br><br>

 • Equipped with a NEW taller trigger design and ergonomic rolling square platform, that gives better control with detail and creates a comforting platform.<br><br>

• Crown Cap docking port: Prevents loss of your needle cap when removing for finer detail work.<br><br>

• Solvent resistant Needle Packing<br><br>

• Single Piece Needle tube & Auxiliary Lever<br><br>

• Lets users spray a coarse stippling effect to full atomization with a quick turn<br><br>

• For fine line or detail work, it can be adjusted to create the optimum airflow for maximum control of the paint output<br><br>

• By fully opening the MAC Valve, the airbrush can quickly be cleaned during color changes or for wide background spraying<br><br>

• Using the same matched-head assembly as the other trusted Custom Micron airbrushes, the Custom Micron CM-C Plus has the same precise feel that's entirely unique to a Custom Micron airbrush<br><br>

• A breakthrough technology, the Micro Air Control (MAC) Valve enables infinite control of the airflow at the head of the airbrush, which provides even more control of stippling, fine details and finely atomized background spraying<br><br>

• The new solvent-proof needle packing allows for the use of automotive or other solvent-based paints<br><br>

• The funnel shape of the redesigned gravity-feed cup lets the airbrush be used effectively with only a couple drops of paint, ensuring a fast and thorough clean up<br><br>

• A cutaway handle enables users to grab the needle-chucking nut and quickly pull back the needle to flush paint out of the cup and paint passageways for a quick and easy clean up</P>
"
"ICM4502-M","Custom Micron CM-C Plus v.2",388,539.59,0,683.87,0,0,0,0,0,0,0,4,0,"",,0,0,0,0,0,"",2,"","","","",0,"<p><font color=""white""><h2>FREE MAINTENANCE KIT</h2></font><p>
For the elite professional who demands precise and accurate control of very detailed spraying, this Custom Micron Series brush is built to be the ""best of the best,"" hand-tested and adjusted by the world's leading airbrush technicians. Special machining processes along with the meticulous hand-fitting of the parts create an airbrush with superb atomization and incredible control. By removing the crown cap and nozzle cap, this airbrush will spray an entire range of stipple effects, from very fine to coarse textures.</p>","<p><font color=""white""><h2>FREE MAINTENANCE KIT</h2></font><p><p>Micro Air Control (MAC) Valve<br><br>

A breakthrough technology, the Micro Air Control (MAC) Valve enables infinite control of the airflow at the head of the airbrush, which is different than just regulating the air pressure at the compressor.<br><br>

 • Equipped with a NEW taller trigger design and ergonomic rolling square platform, that gives better control with detail and creates a comforting platform.<br><br>

• Crown Cap docking port: Prevents loss of your needle cap when removing for finer detail work.<br><br>

• Solvent resistant Needle Packing<br><br>

• Single Piece Needle tube & Auxiliary Lever<br><br>

• Lets users spray a coarse stippling effect to full atomization with a quick turn<br><br>

• For fine line or detail work, it can be adjusted to create the optimum airflow for maximum control of the paint output<br><br>

• By fully opening the MAC Valve, the airbrush can quickly be cleaned during color changes or for wide background spraying<br><br>

• Using the same matched-head assembly as the other trusted Custom Micron airbrushes, the Custom Micron CM-C Plus has the same precise feel that's entirely unique to a Custom Micron airbrush<br><br>

• A breakthrough technology, the Micro Air Control (MAC) Valve enables infinite control of the airflow at the head of the airbrush, which provides even more control of stippling, fine details and finely atomized background spraying<br><br>

• The new solvent-proof needle packing allows for the use of automotive or other solvent-based paints<br><br>

• The funnel shape of the redesigned gravity-feed cup lets the airbrush be used effectively with only a couple drops of paint, ensuring a fast and thorough clean up<br><br>

• A cutaway handle enables users to grab the needle-chucking nut and quickly pull back the needle to flush paint out of the cup and paint passageways for a quick and easy clean up</P>
"
"ICM4502C","Custom Micron CM-C Plus v.2 - 2 in 1",36,530.75,0,683.87,0,0,0,0,0,0,0,4,0,"",,0,0,0,0,0,"",2,"","","","",0,"<font color=""red""><h2>FREE - Includes both .23 and .18 Systems.</font></h2><p>


For the elite professional who demands precise and accurate control of very detailed spraying, this Custom Micron Series brush is built to be the ""best of the best,"" hand-tested and adjusted by the world's leading airbrush technicians. Special machining processes along with the meticulous hand-fitting of the parts create an airbrush with superb atomization and incredible control. By removing the crown cap and nozzle cap, this airbrush will spray an entire range of stipple effects, from very fine to coarse textures.</p>","<font color=""red""><h2>FREE - Includes both .23 and .18 Systems.</font></h2><p>

Micro Air Control (MAC) Valve<br><br>

A breakthrough technology, the Micro Air Control (MAC) Valve enables infinite control of the airflow at the head of the airbrush, which is different than just regulating the air pressure at the compressor.<br><br>

 • Equipped with a NEW taller trigger design and ergonomic rolling square platform, that gives better control with detail and creates a comforting platform.<br><br>

• Crown Cap docking port: Prevents loss of your needle cap when removing for finer detail work.<br><br>

• Solvent resistant Needle Packing<br><br>

• Single Piece Needle tube & Auxiliary Lever<br><br>

• Lets users spray a coarse stippling effect to full atomization with a quick turn<br><br>

• For fine line or detail work, it can be adjusted to create the optimum airflow for maximum control of the paint output<br><br>

• By fully opening the MAC Valve, the airbrush can quickly be cleaned during color changes or for wide background spraying<br><br>

• Using the same matched-head assembly as the other trusted Custom Micron airbrushes, the Custom Micron CM-C Plus has the same precise feel that's entirely unique to a Custom Micron airbrush<br><br>

• A breakthrough technology, the Micro Air Control (MAC) Valve enables infinite control of the airflow at the head of the airbrush, which provides even more control of stippling, fine details and finely atomized background spraying<br><br>

• The new solvent-proof needle packing allows for the use of automotive or other solvent-based paints<br><br>

• The funnel shape of the redesigned gravity-feed cup lets the airbrush be used effectively with only a couple drops of paint, ensuring a fast and thorough clean up<br><br>

• A cutaway handle enables users to grab the needle-chucking nut and quickly pull back the needle to flush paint out of the cup and paint passageways for a quick and easy clean up</P>
"
"ICM4002","Custom Micron CM-C v.2",36,466.75,0,575,0,0,0,1,1,0,0,4,0,"",,0,0,0,0,0,"",2,"","","","",0,"<!--HIDE  <p><font color=""white""><h2>MANUFACTURER BACK ORDER: Expected availability - </font><font color=""red""> Preorder Available.</p></h2></font> 

<p><font color=""white"">AVAILABLE AND SHIPPING / Very Limited Quantity Available</font><p> *END*-->



<p>For the elite professional who demands precise and accurate control of very detailed spraying, this Custom Micron Series brush is built to be the ""best of the best,"" hand-tested and adjusted by the world's leading airbrush technicians. Special machining processes along with the meticulous hand-fitting of the parts create an airbrush with superb atomization and incredible control. By removing the crown cap and nozzle cap, this airbrush will spray an entire range of stipple effects, from very fine to coarse textures.</p>
","<p>Trust the Custom Micron Version 2 to atomize and spray in the same flawless manner, plus deliver a few cool, new features – the trigger is square shaped to be more ergonomic, the crown cap fits on the back of the handle in the crown cap dock (so you don’t lose your crown cap!) and the auxiliary lever is now attached to the chucking guide for easier re-assembly.
<p>
For the elite professional who demands precise and accurate control of very detailed spraying, this Custom Micron Series brush is built to be the “best of the best,” hand-tested and adjusted by the world’s leading airbrush technicians. Special machining processes along with the meticulous hand-fitting of the parts create an airbrush with superb atomization and incredible control. By removing the crown cap and nozzle cap, this airbrush will spray an entire range of stipple effects, from very fine to coarse textures.
<p>
· When compared to the Micron SB and Micron B, the CM-C is ideal for professional use where heavier paints are required (.23-mm nozzle) or when larger work is being created.
<p>
· The Iwata Custom Micron matched-head system ensures superior atomization
<p>
· Features a larger 1/3 oz. (9 ml) gravity-feed color cup for working with large volumes of paint
<p>
Parts Guides available in .pdf format. Adobe Acrobat Reader required. Click the Adobe Reader logo to download the most current version.</p>"
"ICM4502ELD-M","Custom Micron CMC+ El Diablo Signature Series",388,0,0,0,0,0,0,0,0,0,0,4,0,"",,0,0,0,0,0,"",2,"","","","",0,"<p><font color=""white""><h2>FREE MAINTENANCE KIT</h2></font><p><font color=""AB0000"">*Due to high demand, some models may take up to 3 weeks for availability</font><font color=""4A4A4A""><font color=""4A4A4A""><br><br>The Ryno Signature Series Airbrushes are finished in a highly durable, solvent resistant Satin Finish. This specialty finish increases the grip on your brush. A perfect weapon to add to your Airbrush Arsenal. Limited Edition.<br><br></font>

<font color=""white"">For the elite professional who demands precise and accurate control of very detailed spraying, this Custom Micron Series brush is built to be the ""best of the best,"" hand-tested and adjusted by the world's leading airbrush technicians. Special machining processes along with the meticulous hand-fitting of the parts create an airbrush with superb atomization and incredible control. By removing the crown cap and nozzle cap, this airbrush will spray an entire range of stipple effects, from very fine to coarse textures.<br><br></font>","<p><font color=""white""><h2>FREE MAINTENANCE KIT</h2></font><p><font color=""AB0000"">*Due to high demand, some models may take up to 3 weeks for availability</font><font color=""4A4A4A""><font color=""4A4A4A""><br><br>The Ryno Signature Series Airbrushes are finished in a highly durable, solvent resistant Satin Finish. This specialty finish increases the grip on your brush. A perfect addition to any artists tools. Limited Edition.<br><br></font>

<font color=""white"">For the elite professional who demands precise and accurate control of very detailed spraying, this Custom Micron Series brush is built to be the ""best of the best,"" hand-tested and adjusted by the world's leading airbrush technicians. Special machining processes along with the meticulous hand-fitting of the parts create an airbrush with superb atomization and incredible control. By removing the crown cap and nozzle cap, this airbrush will spray an entire range of stipple effects, from very fine to coarse textures.<br><br>

• Equipped with a NEW taller trigger design and ergonomic rolling square platform, that gives better control with detail and creates a comforting platform.<br><br>

• Crown Cap docking port: Prevents loss of your needle cap when removing for finer detail work.
<br><br>
• Solvent resistant Needle Packing<br><br>

• Single Piece Needle tube & Auxiliary Lever<br><br>

• Lets users spray a coarse stippling effect to full atomization with a quick turn<br><br>

• For fine line or detail work, it can be adjusted to create the optimum airflow for maximum control of the paint output<br><br>

• By fully opening the MAC Valve, the airbrush can quickly be cleaned during color changes or for wide background spraying<br><br>

• Using the same matched-head assembly as the other trusted Custom Micron airbrushes, the Custom Micron CM-C Plus has the same precise feel that's entirely unique to a Custom Micron airbrush<br><br>

• A breakthrough technology, the Micro Air Control (MAC) Valve enables infinite control of the airflow at the head of the airbrush, which provides even more control of stippling, fine details and finely atomized background spraying<br><br>

• The new solvent-proof needle packing allows for the use of automotive or other solvent-based paints<br><br>

• The funnel shape of the redesigned gravity-feed cup lets the airbrush be used effectively with only a couple drops of paint, ensuring a fast and thorough clean up
<br><br>
• A cutaway handle enables users to grab the needle-chucking nut and quickly pull back the needle to flush paint out of the cup and paint passageways for a quick and easy clean up</font> <br><br>

<font color=""AB0000"">*Due to high demand, please allow 1-2 weeks for availability<br><br></font>"
